group,seed,question,strategy,kind,noise,amplitude_deg,n_sources,n_cleared,clearance_ratio,total_virtual_s,average_per_source_s,runtime_s,measure_count,clear_attempts,failed_clear_attempts,move,switch,measure,optical,laser,cleared_count,visited_survey_points,termination
main,20260940,4,triangulate,random,spatial,1,10,10,1.0,13404.367688204851,1340.4367688204852,0.12337549999938346,602,180,170,9275.367688204851,559.0,3010.0,540.0,20.0,10,49,full_coverage
main,20260941,4,sweep,random,spatial,1,11,11,1.0,14950.50581178156,1359.1368919801419,0.2905922000063583,583,639,628,9561.505811781564,535.0,2915.0,1917.0,22.0,11,49,full_coverage
main,20260941,4,triangulate,random,spatial,1,11,11,1.0,13816.19691058492,1256.0179009622655,0.1347810000006575,594,156,145,9803.196910584924,553.0,2970.0,468.0,22.0,11,49,full_coverage
main,20260942,4,sweep,random,spatial,1,12,12,1.0,15405.464990975766,1283.7887492479806,0.3264450000060606,453,762,750,10426.464990975768,404.0,2265.0,2286.0,24.0,12,49,full_coverage
main,20260942,4,triangulate,random,spatial,1,12,12,1.0,11957.594406170212,996.4662005141844,0.06490230000053998,465,44,32,9054.594406170212,422.0,2325.0,132.0,24.0,12,49,full_coverage
main,20260943,4,sweep,random,spatial,1,13,13,1.0,14444.66835108896,1111.1283346991509,0.34475759999622824,440,581,568,10082.66835108896,393.0,2200.0,1743.0,26.0,13,49,full_coverage
main,20260943,4,triangulate,random,spatial,1,13,13,1.0,12480.030343176037,960.0023340904644,0.06491049999749521,453,56,43,9611.030343176037,410.0,2265.0,168.0,26.0,13,49,full_coverage
main,20260944,4,sweep,random,spatial,1,16,16,1.0,9680.948326565418,605.0592704103386,0.4134055999966222,225,616,600,6472.948326565422,203.0,1125.0,1848.0,32.0,16,23,count_upper_bound
main,20260944,4,triangulate,random,spatial,1,16,16,1.0,9509.398432697102,594.3374020435689,0.14881400000012945,241,177,161,7517.398432697104,224.0,1205.0,531.0,32.0,16,23,count_upper_bound
main,20260945,4,sweep,random,spatial,1,11,11,1.0,15797.290322932615,1436.1173020847832,0.30106309999973746,509,715,704,10622.290322932615,463.0,2545.0,2145.0,22.0,11,49,full_coverage
main,20260945,4,triangulate,random,spatial,1,11,11,1.0,13763.399611938908,1251.2181465399008,0.10517100000288337,520,184,173,10115.399611938912,474.0,2600.0,552.0,22.0,11,49,full_coverage
main,20260946,4,sweep,random,spatial,1,10,10,1.0,14332.278329823353,1433.2278329823353,0.261864299995068,604,548,538,9091.278329823355,557.0,3020.0,1644.0,20.0,10,49,full_coverage
main,20260946,4,triangulate,random,spatial,1,10,10,1.0,12908.228950888575,1290.8228950888574,0.053454599998076446,614,83,73,8998.22895088858,571.0,3070.0,249.0,20.0,10,49,full_coverage
main,20260947,4,sweep,random,spatial,1,14,14,1.0,16027.332480633884,1144.8094629024204,0.3719931000014185,377,818,804,11329.332480633884,331.0,1885.0,2454.0,28.0,14,49,full_coverage
main,20260947,4,triangulate,random,spatial,1,14,14,1.0,11622.827045603584,830.2019318288275,0.032146899997314904,391,39,25,9172.827045603584,350.0,1955.0,117.0,28.0,14,49,full_coverage
main,20260948,4,sweep,random,spatial,1,14,14,1.0,13987.765252960507,999.1260894971791,0.3653827000016463,410,627,613,9666.76525296051,362.0,2050.0,1881.0,28.0,14,49,full_coverage
main,20260948,4,triangulate,random,spatial,1,14,14,1.0,13336.0155523899,952.5725394564214,0.13570130000152858,424,137,123,10393.0155523899,384.0,2120.0,411.0,28.0,14,49,full_coverage
main,20260949,4,sweep,random,spatial,1,15,15,1.0,14700.432839113468,980.0288559408979,0.4554220999998506,306,753,738,10623.432839113468,258.0,1530.0,2259.0,30.0,15,49,full_coverage
main,20260949,4,triangulate,random,spatial,1,15,15,1.0,12610.36628104708,840.6910854031387,0.12049390000174753,337,165,150,10107.366281047081,293.0,1685.0,495.0,30.0,15,49,full_coverage
