seed,question,variant,kind,noise,sources,cleared,seconds_per_source,virtual_s,runtime_s,actions,move_s,measure_s,switch_s,optical_s,laser_s,cleared_count,visited_survey_points,termination,shared_attempts,shared_hits
20260924,4,route,random,spatial,12,12,1053.3507376901532,12640.208852281838,0.09588399999483954,685,8942.208852281845,2770.0,511.0,393.0,24.0,12,49,full_coverage,0,0
20260924,4,shared,random,spatial,12,12,1067.34675370814,12808.161044497681,0.1052415000012843,732,9021.161044497681,2690.0,491.0,582.0,24.0,12,49,full_coverage,11,9
20260925,4,B1,random,spatial,15,15,822.2280524632431,12333.420786948647,0.09881489999679616,487,9689.420786948653,1995.0,355.0,264.0,30.0,15,49,full_coverage,,
20260925,4,route,random,spatial,15,15,853.3043741600018,12799.565612400027,0.13773940000100993,548,9974.56561240003,1990.0,355.0,450.0,30.0,15,49,full_coverage,0,0
20260925,4,shared,random,spatial,15,15,808.1082602599149,12121.623903898724,0.12366430000110995,554,9195.62390389873,2130.0,382.0,384.0,30.0,15,49,full_coverage,16,12
20260926,4,B1,random,spatial,15,15,869.230802925665,13038.462043884974,0.16486530000111088,521,10382.462043884976,1845.0,325.0,456.0,30.0,15,49,full_coverage,,
20260926,4,route,random,spatial,15,15,832.1483724112106,12482.225586168159,0.15240919999632752,436,10181.225586168157,1675.0,293.0,303.0,30.0,15,49,full_coverage,0,0
20260926,4,shared,random,spatial,15,15,773.9086177234866,11608.6292658523,0.07088470000599045,482,8921.6292658523,2095.0,373.0,189.0,30.0,15,49,full_coverage,16,16
20260927,4,B1,random,spatial,13,13,996.0904855115149,12949.176311649693,0.11854440000024624,604,9749.176311649695,2340.0,426.0,408.0,26.0,13,49,full_coverage,,
20260927,4,route,random,spatial,13,13,997.6811484095809,12969.854929324552,0.11828170000080718,642,9676.854929324558,2305.0,419.0,543.0,26.0,13,49,full_coverage,0,0
20260927,4,shared,random,spatial,13,13,978.2246391990132,12716.92030958717,0.11679919999733102,632,9444.920309587174,2320.0,422.0,504.0,26.0,13,49,full_coverage,9,8
20260928,4,B1,random,spatial,11,11,1102.6636833050625,12129.300516355686,0.055148799998278264,611,8723.300516355688,2655.0,489.0,240.0,22.0,11,49,full_coverage,,
20260928,4,route,random,spatial,11,11,1071.8725327840073,11790.597860624079,0.0616576000029454,581,8474.597860624077,2655.0,489.0,150.0,22.0,11,49,full_coverage,0,0
20260928,4,shared,random,spatial,11,11,1077.8633233266398,11856.496556593038,0.0782009000031394,592,8501.496556593034,2670.0,489.0,174.0,22.0,11,49,full_coverage,5,2
20260929,4,B1,random,spatial,11,11,1253.0998790399642,13784.098669439607,0.10089880000305129,757,9764.098669439612,2950.0,547.0,501.0,22.0,11,49,full_coverage,,
20260929,4,route,random,spatial,11,11,1086.4099484932246,11950.509433425472,0.030312000002595596,612,8393.509433425472,2905.0,537.0,93.0,22.0,11,49,full_coverage,0,0
20260929,4,shared,random,spatial,11,11,1077.841909937118,11856.261009308299,0.03177919999870937,614,8282.261009308299,2925.0,540.0,87.0,22.0,11,49,full_coverage,8,7
20260930,4,B1,random,spatial,14,14,935.5884291450327,13098.238008030457,0.18703520000417484,592,10010.238008030465,2205.0,402.0,453.0,28.0,14,49,full_coverage,,
20260930,4,route,random,spatial,14,14,921.5476031798381,12901.666444517734,0.18807710000692168,602,9783.666444517738,2205.0,402.0,483.0,28.0,14,49,full_coverage,0,0
20260930,4,shared,random,spatial,14,14,899.2707916441908,12589.791083018672,0.16822219999448862,585,9515.791083018676,2220.0,403.0,423.0,28.0,14,49,full_coverage,5,4
20260931,4,B1,random,spatial,12,12,980.3887278921088,11764.664734705306,0.050166799999715295,568,8610.664734705306,2450.0,446.0,234.0,24.0,12,49,full_coverage,,
20260931,4,route,random,spatial,12,12,951.6267663872494,11419.521196646992,0.05114090000279248,535,8464.521196646992,2285.0,412.0,234.0,24.0,12,49,full_coverage,0,0
20260931,4,shared,random,spatial,12,12,922.6303396707317,11071.56407604878,0.07793300000048475,567,7940.564076048781,2420.0,438.0,249.0,24.0,12,49,full_coverage,13,9
20260932,4,B1,random,spatial,13,13,1027.1534568197894,13352.994938657263,0.1186158999989857,596,10198.99493865726,2305.0,418.0,405.0,26.0,13,49,full_coverage,,
20260932,4,route,random,spatial,13,13,988.2421066128536,12847.147385967097,0.10014169999340083,556,9840.147385967097,2260.0,409.0,312.0,26.0,13,49,full_coverage,0,0
20260932,4,shared,random,spatial,13,13,901.1116665475136,11714.451665117676,0.03617919999669539,483,8917.451665117678,2275.0,412.0,84.0,26.0,13,49,full_coverage,9,7
20260933,4,B1,random,spatial,10,10,1355.207558965616,13552.07558965616,0.06702019999647746,714,9537.075589656164,3155.0,591.0,249.0,20.0,10,49,full_coverage,,
20260933,4,route,random,spatial,10,10,1409.312980971993,14093.12980971993,0.14929500000289408,828,9745.129809719932,3140.0,588.0,600.0,20.0,10,49,full_coverage,0,0
20260933,4,shared,random,spatial,10,10,1406.9009153564193,14069.009153564193,0.137888599994767,830,9713.009153564195,3145.0,588.0,603.0,20.0,10,49,full_coverage,2,2
20260934,4,B1,random,spatial,14,14,987.1329861082943,13819.86180551612,0.0819338000001153,690,10302.861805516122,2435.0,445.0,609.0,28.0,14,49,full_coverage,,
20260934,4,route,random,spatial,14,14,935.39295275326,13095.50133854564,0.0999939999965136,538,10292.501338545642,2005.0,359.0,411.0,28.0,14,49,full_coverage,0,0
20260934,4,shared,random,spatial,14,14,861.1243210111517,12055.740494156124,0.05970330000127433,485,9388.740494156124,2045.0,366.0,228.0,28.0,14,49,full_coverage,15,12
20260935,4,B1,random,spatial,10,10,1234.659131643653,12346.59131643653,0.051717100002861116,618,8880.59131643653,2725.0,502.0,219.0,20.0,10,49,full_coverage,,
20260935,4,route,random,spatial,10,10,1164.2289958681777,11642.289958681777,0.02992489999451209,578,8296.289958681777,2725.0,502.0,99.0,20.0,10,49,full_coverage,0,0
20260935,4,shared,random,spatial,10,10,1197.0116388447952,11970.116388447952,0.03279300000576768,584,8572.11638844795,2785.0,512.0,81.0,20.0,10,49,full_coverage,9,7
20260936,4,B1,random,spatial,15,15,999.1078933330201,14986.618399995301,0.1804707999981474,666,11883.6183999953,1860.0,331.0,882.0,30.0,15,49,full_coverage,,
20260936,4,route,random,spatial,15,15,861.7584267083499,12926.37640062525,0.11185370000021067,536,10226.37640062525,1840.0,326.0,504.0,30.0,15,49,full_coverage,0,0
20260936,4,shared,random,spatial,15,15,864.4516995437192,12966.775493155788,0.1208517999984906,576,10132.775493155788,1865.0,330.0,609.0,30.0,15,49,full_coverage,11,10
20260937,4,B1,random,spatial,11,11,1153.5326189450411,12688.858808395453,0.054115699997055344,698,8744.858808395456,3115.0,582.0,225.0,22.0,11,49,full_coverage,,
20260937,4,route,random,spatial,11,11,1216.7997114751788,13384.796826226966,0.07555080000020098,786,9176.796826226968,3115.0,582.0,489.0,22.0,11,49,full_coverage,0,0
20260937,4,shared,random,spatial,11,11,1171.6336961353472,12887.970657488819,0.05563850000180537,733,8828.97065748882,3135.0,584.0,318.0,22.0,11,49,full_coverage,6,3
20260938,4,B1,random,spatial,12,12,1062.0232432850928,12744.278919421115,0.07547809999960009,650,9081.27891942112,2885.0,535.0,219.0,24.0,12,49,full_coverage,,
20260938,4,route,random,spatial,12,12,1046.3626237426913,12556.351484912297,0.05068579999351641,704,8703.351484912302,2930.0,545.0,354.0,24.0,12,49,full_coverage,0,0
20260938,4,shared,random,spatial,12,12,1040.8934817542884,12490.721781051461,0.05171070000506006,703,8634.721781051468,2945.0,545.0,342.0,24.0,12,49,full_coverage,6,6
20260939,4,B1,random,spatial,10,10,1391.5677210650697,13915.677210650696,0.11285569999745348,756,9923.677210650696,2915.0,538.0,519.0,20.0,10,49,full_coverage,,
20260939,4,route,random,spatial,10,10,1235.3413577720912,12353.413577720912,0.06830629999603843,682,8583.413577720912,2915.0,538.0,297.0,20.0,10,49,full_coverage,0,0
20260939,4,shared,random,spatial,10,10,1202.1849405026544,12021.849405026544,0.04653420000249753,638,8357.849405026544,2960.0,546.0,138.0,20.0,10,49,full_coverage,10,8
20260940,4,B1,random,spatial,10,10,1340.4367688204852,13404.367688204851,0.11672800000087591,782,9275.367688204851,3010.0,559.0,540.0,20.0,10,49,full_coverage,,
20260940,4,route,random,spatial,10,10,1219.6858702478316,12196.858702478317,0.0754233000043314,666,8415.858702478317,3010.0,559.0,192.0,20.0,10,49,full_coverage,0,0
20260940,4,shared,random,spatial,10,10,1235.4002407869489,12354.002407869488,0.07170780000160448,693,8412.002407869488,3145.0,585.0,192.0,20.0,10,49,full_coverage,6,4
20260941,4,B1,random,spatial,11,11,1256.0179009622655,13816.19691058492,0.12382229999639094,750,9803.196910584924,2970.0,553.0,468.0,22.0,11,49,full_coverage,,
20260941,4,route,random,spatial,11,11,1196.3190453133875,13159.509498447262,0.14588669999648118,766,9009.509498447267,3120.0,582.0,426.0,22.0,11,49,full_coverage,0,0
20260941,4,shared,random,spatial,11,11,1176.0912981720949,12937.004279893043,0.1280334999974002,769,8774.004279893048,3130.0,582.0,429.0,22.0,11,49,full_coverage,5,3
20260942,4,B1,random,spatial,12,12,996.4662005141844,11957.594406170212,0.05831070000567706,509,9054.594406170212,2325.0,422.0,132.0,24.0,12,49,full_coverage,,
20260942,4,route,random,spatial,12,12,1100.089331557028,13201.071978684335,0.08187870000256225,669,9560.071978684338,2755.0,508.0,354.0,24.0,12,49,full_coverage,0,0
20260942,4,shared,random,spatial,12,12,1070.4727462943586,12845.672955532304,0.09123099999851547,671,9183.672955532305,2785.0,511.0,342.0,24.0,12,49,full_coverage,10,7
20260943,4,B1,random,spatial,13,13,960.0023340904644,12480.030343176037,0.05431890000181738,509,9611.030343176037,2265.0,410.0,168.0,26.0,13,49,full_coverage,,
20260943,4,route,random,spatial,13,13,910.7514053128848,11839.768269067503,0.07844409999961499,485,9184.768269067503,2030.0,362.0,237.0,26.0,13,49,full_coverage,0,0
20260943,4,shared,random,spatial,13,13,897.1509526649788,11662.962384644725,0.0890434999964782,483,9002.962384644728,2050.0,365.0,219.0,26.0,13,49,full_coverage,8,8
20260944,4,B1,random,spatial,16,16,594.3374020435689,9509.398432697102,0.14739829999598442,418,7517.398432697104,1205.0,224.0,531.0,32.0,16,23,count_upper_bound,,
20260944,4,route,random,spatial,16,16,545.6336775543931,8730.13884087029,0.1461494999966817,433,6725.138840870286,1150.0,214.0,609.0,32.0,16,22,count_upper_bound,0,0
20260944,4,shared,random,spatial,16,16,545.8508018659953,8733.612829855925,0.16298989999631885,444,6636.612829855923,1250.0,233.0,582.0,32.0,16,23,count_upper_bound,15,11
20260945,4,B1,random,spatial,11,11,1251.2181465399008,13763.399611938908,0.10312639999756357,704,10115.399611938912,2600.0,474.0,552.0,22.0,11,49,full_coverage,,
20260945,4,route,random,spatial,11,11,1109.3245971792692,12202.57056897196,0.10418110000318848,581,9027.570568971958,2425.0,440.0,288.0,22.0,11,49,full_coverage,0,0
20260945,4,shared,random,spatial,11,11,1081.3835468839331,11895.219015723265,0.08543790000112494,578,8698.219015723264,2480.0,449.0,246.0,22.0,11,49,full_coverage,15,8
20260946,4,B1,random,spatial,10,10,1290.8228950888574,12908.228950888575,0.05335740000009537,697,8998.22895088858,3070.0,571.0,249.0,20.0,10,49,full_coverage,,
20260946,4,route,random,spatial,10,10,1232.8247544886285,12328.247544886286,0.05226050000055693,669,8695.247544886288,2750.0,506.0,357.0,20.0,10,49,full_coverage,0,0
20260946,4,shared,random,spatial,10,10,1212.8534731608859,12128.53473160886,0.05436100000224542,669,8486.53473160886,2770.0,507.0,345.0,20.0,10,49,full_coverage,8,7
20260947,4,B1,random,spatial,14,14,830.2019318288275,11622.827045603584,0.03159520000190241,430,9172.827045603584,1955.0,350.0,117.0,28.0,14,49,full_coverage,,
20260947,4,route,random,spatial,14,14,859.9191136653792,12038.86759131531,0.10173849999409867,465,9496.86759131531,1935.0,345.0,234.0,28.0,14,49,full_coverage,0,0
20260947,4,shared,random,spatial,14,14,862.5084070486822,12075.117698681552,0.10963919999630889,472,9494.117698681552,1970.0,349.0,234.0,28.0,14,49,full_coverage,13,10
20260948,4,B1,random,spatial,14,14,952.5725394564214,13336.0155523899,0.12407679999887478,561,10393.0155523899,2120.0,384.0,411.0,28.0,14,49,full_coverage,,
20260948,4,route,random,spatial,14,14,865.2292826120413,12113.209956568578,0.0769942999977502,472,9525.209956568575,1975.0,354.0,231.0,28.0,14,49,full_coverage,0,0
20260948,4,shared,random,spatial,14,14,863.2589515217026,12085.625321303836,0.08733979999669828,484,9442.625321303833,2010.0,359.0,246.0,28.0,14,49,full_coverage,11,7
20260949,4,B1,random,spatial,15,15,840.6910854031387,12610.36628104708,0.1084571000028518,502,10107.366281047081,1685.0,293.0,495.0,30.0,15,49,full_coverage,,
20260949,4,route,random,spatial,15,15,838.6977499696734,12580.466249545101,0.10880860000179382,522,10083.466249545101,1575.0,271.0,621.0,30.0,15,49,full_coverage,0,0
20260949,4,shared,random,spatial,15,15,826.969786483432,12404.54679725148,0.11765039999590954,523,9875.546797251478,1625.0,280.0,594.0,30.0,15,49,full_coverage,19,17
