data_source,case_id,phase,question,seed,kind,noise,true_source_count,cleared_count,clear_ratio,virtual_time,average_clear_time,real_program_time,movement_distance,measure_count,channel_switch_count,clear_attempt_count,failed_clear_count,strategy_version,parameters,visited_survey_points,termination,move_s,measure_s,switch_s,optical_s,laser_s,validation_passed,notes
local_synthetic,local-3-2026091173-random,holdout,3,2026091173,random,spatial,15,15,1.0,8717.413620036723,581.1609080024482,0.033757799999875715,35942.068100183606,232,210,43,28,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,7188.413620036721,1160.0,210.0,129.0,30.0,True,
local_synthetic,local-3-2026091174-random,holdout,3,2026091174,random,spatial,14,14,1.0,8620.571591825239,615.7551137018028,0.039627599999221275,36022.857959126195,218,196,34,20,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,7204.571591825239,1090.0,196.0,102.0,28.0,True,
local_synthetic,local-3-2026091175-random,holdout,3,2026091175,random,spatial,10,10,1.0,8969.404957398656,896.9404957398656,0.021944099999018363,35317.024786993265,303,281,30,20,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,7063.404957398653,1515.0,281.0,90.0,20.0,True,
local_synthetic,local-3-2026091176-random,holdout,3,2026091176,random,spatial,16,16,1.0,7705.23271158527,481.5770444740794,0.03514849999919534,31861.163557926346,192,179,54,38,baseline-shared,"{""q3_survey_layout"": ""grid""}",17,count_upper_bound,6372.2327115852695,960.0,179.0,162.0,32.0,True,
local_synthetic,local-3-2026091177-random,holdout,3,2026091177,random,spatial,12,12,1.0,8867.648409290401,738.9707007742,0.028355399999782094,35713.242046452004,269,248,36,24,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,7142.648409290401,1345.0,248.0,108.0,24.0,True,
local_synthetic,local-3-2026091178-random,holdout,3,2026091178,random,spatial,12,12,1.0,8774.049222552996,731.170768546083,0.018405400000119698,35160.24611276497,279,260,21,9,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,7032.049222552994,1395.0,260.0,63.0,24.0,True,
local_synthetic,local-3-2026091179-random,holdout,3,2026091179,random,spatial,14,14,1.0,8119.929322106699,579.9949515790499,0.04969900000105554,33489.6466105335,208,186,56,42,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,6697.929322106699,1040.0,186.0,168.0,28.0,True,
local_synthetic,local-3-2026091180-random,holdout,3,2026091180,random,spatial,12,12,1.0,8039.301986547695,669.941832212308,0.024778899998636916,31396.509932738478,275,253,36,24,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,6279.301986547695,1375.0,253.0,108.0,24.0,True,
local_synthetic,local-3-2026091181-random,holdout,3,2026091181,random,spatial,11,11,1.0,9681.223693087963,880.1112448261784,0.02894200000082492,39441.11846543981,288,265,22,11,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,7888.223693087963,1440.0,265.0,66.0,22.0,True,
local_synthetic,local-3-2026091182-random,holdout,3,2026091182,random,spatial,10,10,1.0,8432.147534303898,843.2147534303898,0.02941370000007737,32250.737671519488,310,289,41,31,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,6450.147534303897,1550.0,289.0,123.0,20.0,True,
local_synthetic,local-3-2026091183-random,holdout,3,2026091183,random,spatial,16,16,1.0,6012.003445440638,375.75021534003986,0.04719269999986864,24195.01722720319,167,156,50,34,baseline-shared,"{""q3_survey_layout"": ""grid""}",14,count_upper_bound,4839.003445440638,835.0,156.0,150.0,32.0,True,
local_synthetic,local-3-2026091184-random,holdout,3,2026091184,random,spatial,14,14,1.0,7736.229725783218,552.5878375559441,0.036890999999741325,32296.14862891609,198,175,28,14,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,6459.229725783218,990.0,175.0,84.0,28.0,True,
local_synthetic,local-3-2026091185-random,holdout,3,2026091185,random,spatial,12,12,1.0,9125.546128258578,760.4621773548815,0.038352300000042305,37522.73064129289,246,223,48,36,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,7504.546128258578,1230.0,223.0,144.0,24.0,True,
local_synthetic,local-3-2026091186-random,holdout,3,2026091186,random,spatial,15,15,1.0,8218.135969893101,547.8757313262067,0.03188349999982165,34935.67984946551,191,171,25,10,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,6987.135969893101,955.0,171.0,75.0,30.0,True,
local_synthetic,local-3-2026091187-random,holdout,3,2026091187,random,spatial,11,11,1.0,8308.49393705907,755.3176306417336,0.021854099999472965,32657.469685295335,283,262,26,15,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,6531.493937059067,1415.0,262.0,78.0,22.0,True,
local_synthetic,local-3-2026091188-random,holdout,3,2026091188,random,spatial,15,15,1.0,9470.278180513113,631.3518787008742,0.03919569999925443,39871.39090256556,225,203,46,31,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,7974.278180513113,1125.0,203.0,138.0,30.0,True,
local_synthetic,local-3-2026091189-random,holdout,3,2026091189,random,spatial,13,13,1.0,9222.485233293159,709.4219410225506,0.02866569999969215,37572.426166465804,269,247,30,17,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,7514.4852332931605,1345.0,247.0,90.0,26.0,True,
local_synthetic,local-3-2026091190-random,holdout,3,2026091190,random,spatial,12,12,1.0,8457.688910440775,704.8074092033979,0.043309700000463636,32823.44455220387,295,271,41,29,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,6564.688910440775,1475.0,271.0,123.0,24.0,True,
local_synthetic,local-3-2026091191-random,holdout,3,2026091191,random,spatial,13,13,1.0,8653.531507821197,665.6562698323997,0.04836299999988114,35582.657539105974,247,222,18,5,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,7116.531507821194,1235.0,222.0,54.0,26.0,True,
local_synthetic,local-3-2026091192-random,holdout,3,2026091192,random,spatial,16,16,1.0,7582.904600399796,473.9315375249873,0.036736399999426794,31514.523001998972,192,177,37,21,baseline-shared,"{""q3_survey_layout"": ""grid""}",18,count_upper_bound,6302.904600399795,960.0,177.0,111.0,32.0,True,
local_synthetic,local-3-2026091193-random,holdout,3,2026091193,random,spatial,13,13,1.0,8938.070718231724,687.5439014024403,0.038976800000455114,36205.35359115861,259,238,46,33,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,7241.070718231722,1295.0,238.0,138.0,26.0,True,
local_synthetic,local-3-2026091194-random,holdout,3,2026091194,random,spatial,11,11,1.0,8537.764561699134,776.1604146999213,0.03672609999921406,33718.82280849567,273,248,53,42,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,6743.764561699134,1365.0,248.0,159.0,22.0,True,
local_synthetic,local-3-2026091195-random,holdout,3,2026091195,random,spatial,14,14,1.0,9114.048141818468,651.0034387013192,0.02836369999931776,37625.240709092344,249,226,30,16,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,7525.048141818469,1245.0,226.0,90.0,28.0,True,
local_synthetic,local-3-2026091196-random,holdout,3,2026091196,random,spatial,11,11,1.0,7944.694806532758,722.2449824120689,0.028722299999571987,30498.47403266379,290,268,35,24,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,6099.694806532758,1450.0,268.0,105.0,22.0,True,
local_synthetic,local-3-2026091197-random,holdout,3,2026091197,random,spatial,13,13,1.0,8711.810669589704,670.1392822761311,0.036303400000178954,35849.05334794853,235,212,43,30,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,7169.810669589706,1175.0,212.0,129.0,26.0,True,
local_synthetic,local-3-2026091198-random,holdout,3,2026091198,random,spatial,15,15,1.0,8513.972765399398,567.5981843599599,0.035100700000839424,35479.86382699698,213,191,44,29,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,7095.972765399396,1065.0,191.0,132.0,30.0,True,
local_synthetic,local-3-2026091199-random,holdout,3,2026091199,random,spatial,15,15,1.0,9298.372978890899,619.8915319260599,0.04111630000079458,39461.86489445449,207,188,51,36,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,7892.372978890899,1035.0,188.0,153.0,30.0,True,
local_synthetic,local-3-2026092100-boundary,stress,3,2026092100,boundary,constant,13,13,1.0,8721.798553972545,670.9075810748111,0.018052699999316246,34683.99276986273,286,266,21,8,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,6936.798553972545,1430.0,266.0,63.0,26.0,True,
local_synthetic,local-3-2026092101-boundary,stress,3,2026092101,boundary,constant,11,11,1.0,8965.954422311042,815.0867656646402,0.01873870000054012,34149.77211155521,346,327,19,8,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,6829.954422311042,1730.0,327.0,57.0,22.0,True,
local_synthetic,local-3-2026092102-boundary,stress,3,2026092102,boundary,constant,15,15,1.0,8818.430409322555,587.8953606215036,0.02391649999844958,33612.152046612784,335,316,25,10,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,6722.430409322557,1675.0,316.0,75.0,30.0,True,
local_synthetic,local-3-2026092103-boundary,stress,3,2026092103,boundary,constant,11,11,1.0,8097.5871678982,736.1442879907455,0.019429099998887978,29572.93583949101,355,332,18,7,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,5914.587167898202,1775.0,332.0,54.0,22.0,True,
local_synthetic,local-3-2026092104-boundary,stress,3,2026092104,boundary,constant,15,15,1.0,8929.458740061493,595.2972493374328,0.02805409999928088,35252.29370030746,298,278,27,12,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,7050.458740061493,1490.0,278.0,81.0,30.0,True,
local_synthetic,local-3-2026092105-boundary,stress,3,2026092105,boundary,constant,14,14,1.0,8732.88472838241,623.7774805987436,0.020342599998912192,34134.42364191206,308,287,17,3,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,6826.884728382411,1540.0,287.0,51.0,28.0,True,
local_synthetic,local-3-2026092106-boundary,stress,3,2026092106,boundary,constant,13,13,1.0,9829.276950331967,756.0982269486128,0.016252600000370876,40071.384751659825,292,272,19,6,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,8014.276950331965,1460.0,272.0,57.0,26.0,True,
local_synthetic,local-3-2026092107-boundary,stress,3,2026092107,boundary,constant,11,11,1.0,8630.827281403483,784.6206619457712,0.013068800000837655,33019.136407017395,331,311,13,2,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,6603.827281403479,1655.0,311.0,39.0,22.0,True,
local_synthetic,local-3-2026092108-boundary,stress,3,2026092108,boundary,constant,14,14,1.0,9687.883028672484,691.9916449051774,0.016107499999634456,38904.415143362414,308,291,16,2,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,7780.883028672483,1540.0,291.0,48.0,28.0,True,
local_synthetic,local-3-2026092109-boundary,stress,3,2026092109,boundary,constant,13,13,1.0,8605.965139106032,661.9973183927717,0.025426999998671818,32949.82569553016,324,304,22,9,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,6589.965139106032,1620.0,304.0,66.0,26.0,True,
local_synthetic,local-3-2026092200-radius_min,stress,3,2026092200,radius_min,spatial,14,14,1.0,9081.714177529653,648.6938698235466,0.02181890000065323,37298.570887648275,256,236,26,12,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,7459.714177529655,1280.0,236.0,78.0,28.0,True,
local_synthetic,local-3-2026092201-radius_min,stress,3,2026092201,radius_min,spatial,10,10,1.0,8207.41496012026,820.7414960120261,0.015645199999198667,32002.0748006013,291,269,21,11,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,6400.41496012026,1455.0,269.0,63.0,20.0,True,
local_synthetic,local-3-2026092202-radius_min,stress,3,2026092202,radius_min,spatial,13,13,1.0,8937.111585825069,687.4701219865437,0.028589399998963927,35965.557929125345,277,258,25,12,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,7193.111585825069,1385.0,258.0,75.0,26.0,True,
local_synthetic,local-3-2026092203-radius_min,stress,3,2026092203,radius_min,spatial,16,16,1.0,6338.080332781719,396.13002079885746,0.029730000000199652,26070.401663908597,169,154,31,15,baseline-shared,"{""q3_survey_layout"": ""grid""}",17,count_upper_bound,5214.080332781719,845.0,154.0,93.0,32.0,True,
local_synthetic,local-3-2026092204-radius_min,stress,3,2026092204,radius_min,spatial,13,13,1.0,8510.671106671009,654.6670082054623,0.03548469999986992,32923.35553335504,309,289,22,9,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,6584.671106671008,1545.0,289.0,66.0,26.0,True,
local_synthetic,local-3-2026092205-radius_min,stress,3,2026092205,radius_min,spatial,15,15,1.0,8275.947788355612,551.7298525570408,0.022923499998796615,33789.738941778065,239,224,23,8,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,6757.947788355614,1195.0,224.0,69.0,30.0,True,
local_synthetic,local-3-2026092206-radius_min,stress,3,2026092206,radius_min,spatial,13,13,1.0,8654.234481886717,665.7103447605167,0.021207600000707316,34966.17240943358,267,246,18,5,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,6993.234481886717,1335.0,246.0,54.0,26.0,True,
local_synthetic,local-3-2026092207-radius_min,stress,3,2026092207,radius_min,spatial,13,13,1.0,9587.636097917166,737.5104690705513,0.028041300000040792,38503.18048958583,299,276,30,17,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,7700.636097917166,1495.0,276.0,90.0,26.0,True,
local_synthetic,local-3-2026092208-radius_min,stress,3,2026092208,radius_min,spatial,16,16,1.0,7384.280627118215,461.51753919488846,0.027006899999832967,30371.403135591077,204,186,24,8,baseline-shared,"{""q3_survey_layout"": ""grid""}",20,count_upper_bound,6074.280627118215,1020.0,186.0,72.0,32.0,True,
local_synthetic,local-3-2026092209-radius_min,stress,3,2026092209,radius_min,spatial,13,13,1.0,8298.05961305187,638.3122779270669,0.017239900000276975,32075.298065259343,304,283,18,5,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,6415.059613051869,1520.0,283.0,54.0,26.0,True,
local_synthetic,local-3-2026092300-cluster,stress,3,2026092300,cluster,smooth,13,13,1.0,6659.902374329202,512.3001826407078,0.020264300001144875,27019.51187164601,201,177,16,3,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,5403.902374329202,1005.0,177.0,48.0,26.0,True,
local_synthetic,local-3-2026092301-cluster,stress,3,2026092301,cluster,smooth,10,10,1.0,7466.909126657529,746.6909126657529,0.016918299999815645,28984.545633287642,270,246,18,8,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,5796.909126657529,1350.0,246.0,54.0,20.0,True,
local_synthetic,local-3-2026092302-cluster,stress,3,2026092302,cluster,smooth,15,15,1.0,6803.524300078883,453.56828667192553,0.02496419999988575,29037.621500394416,155,131,20,5,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,5807.524300078883,775.0,131.0,60.0,30.0,True,
local_synthetic,local-3-2026092303-cluster,stress,3,2026092303,cluster,smooth,13,13,1.0,7116.232475118531,547.4024980860409,0.02885459999924933,29241.162375592652,201,177,20,7,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,5848.232475118531,1005.0,177.0,60.0,26.0,True,
local_synthetic,local-3-2026092304-cluster,stress,3,2026092304,cluster,smooth,15,15,1.0,6820.216281180987,454.6810854120658,0.023497599999245722,29121.081405904933,155,131,20,5,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,5824.216281180987,775.0,131.0,60.0,30.0,True,
local_synthetic,local-3-2026092305-cluster,stress,3,2026092305,cluster,smooth,10,10,1.0,7018.415861370638,701.8415861370638,0.016810099999929662,26847.07930685319,270,246,11,1,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,5369.415861370638,1350.0,246.0,33.0,20.0,True,
local_synthetic,local-3-2026092306-cluster,stress,3,2026092306,cluster,smooth,13,13,1.0,7085.246489826331,545.0189607558716,0.022526999999172403,29131.232449131647,201,177,17,4,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,5826.24648982633,1005.0,177.0,51.0,26.0,True,
local_synthetic,local-3-2026092307-cluster,stress,3,2026092307,cluster,smooth,15,15,1.0,6782.316209885581,452.15441399237204,0.022552999998879386,28976.581049427907,155,131,17,2,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,5795.316209885581,775.0,131.0,51.0,30.0,True,
local_synthetic,local-3-2026092308-cluster,stress,3,2026092308,cluster,smooth,12,12,1.0,7210.106769064984,600.8422307554154,0.02344439999978931,29030.53384532492,224,200,20,8,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,5806.106769064984,1120.0,200.0,60.0,24.0,True,
local_synthetic,local-3-2026092309-cluster,stress,3,2026092309,cluster,smooth,13,13,1.0,7114.185686514116,547.2450528087782,0.026754800001072,29245.92843257058,201,177,19,6,baseline-shared,"{""q3_survey_layout"": ""grid""}",25,full_coverage,5849.185686514116,1005.0,177.0,57.0,26.0,True,
local_synthetic,local-4-2026093100-boundary,q4_regression,4,2026093100,boundary,constant,11,11,1.0,13950.603471590879,1268.2366792355344,0.15624860000025365,45343.01735795442,753,711,128,117,baseline-shared,"{""q3_survey_layout"": ""grid""}",49,full_coverage,9068.603471590885,3765.0,711.0,384.0,22.0,True,
local_synthetic,local-4-2026093101-boundary,q4_regression,4,2026093101,boundary,constant,16,16,1.0,14926.837776744787,932.9273610465492,0.27432539999972505,50174.18888372398,698,650,240,224,baseline-shared,"{""q3_survey_layout"": ""grid""}",46,count_upper_bound,10034.837776744796,3490.0,650.0,720.0,32.0,True,
local_synthetic,local-4-2026093102-boundary,q4_regression,4,2026093102,boundary,constant,12,12,1.0,14436.183640125602,1203.0153033438003,0.19714039999962552,50340.91820062803,644,599,175,163,baseline-shared,"{""q3_survey_layout"": ""grid""}",49,full_coverage,10068.183640125606,3220.0,599.0,525.0,24.0,True,
local_synthetic,local-4-2026093103-boundary,q4_regression,4,2026093103,boundary,constant,10,10,1.0,13674.04853345002,1367.404853345002,0.13222399999904155,43945.24266725012,754,708,129,119,baseline-shared,"{""q3_survey_layout"": ""grid""}",49,full_coverage,8789.048533450023,3770.0,708.0,387.0,20.0,True,
local_synthetic,local-4-2026093104-boundary,q4_regression,4,2026093104,boundary,constant,16,16,1.0,12969.807622200575,810.6129763875359,0.2030843000011373,44004.0381110029,632,593,128,112,baseline-shared,"{""q3_survey_layout"": ""grid""}",44,count_upper_bound,8800.80762220058,3160.0,593.0,384.0,32.0,True,
local_synthetic,local-4-2026093105-all_directional,q4_regression,4,2026093105,all_directional,constant,11,11,1.0,15604.084583157624,1418.5531439234203,0.18384039999909874,52380.422915788135,681,639,354,343,baseline-shared,"{""q3_survey_layout"": ""grid""}",49,full_coverage,10476.084583157626,3405.0,639.0,1062.0,22.0,True,
local_synthetic,local-4-2026093106-all_directional,q4_regression,4,2026093106,all_directional,constant,13,13,1.0,13186.916364025832,1014.3781818481409,0.13867949999985285,45694.58182012917,613,567,130,117,baseline-shared,"{""q3_survey_layout"": ""grid""}",49,full_coverage,9138.916364025834,3065.0,567.0,390.0,26.0,True,
local_synthetic,local-4-2026093107-all_directional,q4_regression,4,2026093107,all_directional,constant,10,10,1.0,14054.105076003512,1405.4105076003511,0.15806399999928544,47055.52538001757,663,618,230,220,baseline-shared,"{""q3_survey_layout"": ""grid""}",49,full_coverage,9411.105076003514,3315.0,618.0,690.0,20.0,True,
local_synthetic,local-4-2026093108-all_directional,q4_regression,4,2026093108,all_directional,constant,12,12,1.0,14858.467104306601,1238.20559202555,0.15954039999996894,51072.335521533016,629,587,296,284,baseline-shared,"{""q3_survey_layout"": ""grid""}",49,full_coverage,10214.467104306603,3145.0,587.0,888.0,24.0,True,
local_synthetic,local-4-2026093109-all_directional,q4_regression,4,2026093109,all_directional,constant,16,16,1.0,14159.484997772925,884.9678123608078,0.2063756999996258,49452.42498886466,519,490,384,368,baseline-shared,"{""q3_survey_layout"": ""grid""}",40,count_upper_bound,9890.484997772932,2595.0,490.0,1152.0,32.0,True,
