forward_m,lateral_m,source_range_m,first_error_deg,second_error_deg,area_m2,diameter_m,mec_radius_m,acute_crossing_angle_deg,second_visible
250,100,677.8050000000001,1.005,0,2293.2959899345165,219.48498122304818,109.74249061152409,12.645766132293504,True
250,100,677.8050000000001,1.005,1.005,2934.434454324508,259.9276545217178,129.96382726085895,12.645766132293504,True
250,100,752.5500000000001,-1.005,-1.005,1481.0200442788787,162.69007425535764,81.34503712767888,11.691855562263791,True
250,100,752.5500000000001,-1.005,0,1814.5201206207962,186.95218788978227,93.47609394489113,11.691855562263791,True
250,100,752.5500000000001,-1.005,1.005,2266.2196779169126,217.70528227367666,108.85264113683839,11.691855562263791,True
250,100,752.5500000000001,0.0,-1.005,1993.9309703342733,199.42291089771214,99.71145544885613,11.254012775859959,True
250,100,752.5500000000001,0.0,0,2513.99951964884,233.75849448082695,116.87924724041355,11.254012775859959,True
250,100,752.5500000000001,0.0,1.005,3249.737457075247,278.80088032854513,139.40044016427257,11.254012775859959,True
250,100,752.5500000000001,1.005,-1.005,2808.807717085918,252.2366832273336,126.1183416136668,10.806668467807135,True
250,100,752.5500000000001,1.005,0,3677.6533285786845,303.5443048410376,151.77215242051886,10.806668467807135,True
250,100,752.5500000000001,1.005,1.005,4980.809855639256,374.0578024627799,187.02890123139,10.806668467807135,True
250,100,827.2950000000001,-1.005,-1.005,2008.115889584,200.3936883450201,100.19684417251005,10.216795677033087,True
250,100,827.2950000000001,-1.005,0,2533.7266138452815,235.01506412202994,117.50753206101497,10.216795677033087,True
250,100,827.2950000000001,-1.005,1.005,3278.1337565275153,280.4724373473087,140.2362186736544,10.216795677033087,True
250,100,827.2950000000001,0.0,-1.005,2790.5896367323585,251.1126756169272,125.55633780846364,9.82735223883557,True
250,100,827.2950000000001,0.0,0,3650.991829297319,302.02924676117755,151.01462338058883,9.82735223883557,True
250,100,827.2950000000001,0.0,1.005,4939.930484388259,371.9378596426122,185.96892982130615,9.82735223883557,True
250,100,827.2950000000001,1.005,-1.005,4095.9010760770525,326.89449292613574,163.44724646306787,9.43033670959376,True
250,100,827.2950000000001,1.005,0,5629.1528972693495,407.0188790871046,203.50943954355236,9.43033670959376,True
250,100,827.2950000000001,1.005,1.005,8113.465524821041,524.217566631143,262.1087833155715,9.43033670959376,True
250,100,902.0400000000001,-1.005,-1.005,2623.563897248727,240.69987636464506,120.34993818232253,9.069456922767197,True
250,100,902.0400000000001,-1.005,0,3407.885943258616,288.05491028884563,144.02745514442282,9.069456922767197,True
250,100,902.0400000000001,-1.005,1.005,4569.725737155763,352.4921651010608,176.24608255053045,9.069456922767197,True
250,100,902.0400000000001,0.0,-1.005,3759.735999138805,308.187906818308,154.093953409154,8.719219805996223,True
250,100,902.0400000000001,0.0,0,5107.007063562068,380.5695810388136,190.28479051940687,8.719219805996223,True
250,100,902.0400000000001,0.0,1.005,7249.105041278096,484.83030042072636,242.41515021036318,8.719219805996223,True
250,100,902.0400000000001,1.005,-1.005,5749.983315010135,413.03339867045486,206.51669933522743,8.362759721311582,True
250,100,902.0400000000001,1.005,0,8316.09644158348,533.2703550184906,266.63517750924535,8.362759721311582,True
250,100,902.0400000000001,1.005,1.005,12271.10869701648,599.5810943365062,299.7905471682531,8.362759721311582,True
250,100,976.7850000000001,-1.005,-1.005,3327.0411975026027,283.3410650916426,141.67053254582135,8.152222876153163,True
250,100,976.7850000000001,-1.005,0,4447.642533211745,345.9767097417147,172.98835487085736,8.152222876153163,True
250,100,976.7850000000001,-1.005,1.005,6184.429104630631,434.3562066524493,217.17810332622471,8.152222876153163,True
250,100,976.7850000000001,0.0,-1.005,4913.268989225952,370.5523995981952,185.2761997990976,7.834265188789299,True
250,100,976.7850000000001,0.0,0,6933.121751584742,470.0930244540012,235.04651222700062,7.834265188789299,True
250,100,976.7850000000001,0.0,1.005,10350.467579998625,620.9314036487333,310.46570182436676,7.834265188789299,True
