seed,question,kind,noise,variant,sources,cleared,seconds_per_source,virtual_s,runtime_s,actions,measurements,clear_attempts,move_m,move,switch,measure,optical,laser,cleared_count,visited_survey_points,termination,shared_attempts,shared_hits,group
20270918,4,random,spatial,triangle27,10,10,956.877393581548,9568.77393581548,0.34114739999995436,375,310,65,37583.8696790774,7516.7739358154795,287.0,1550.0,195.0,20.0,10,27,full_coverage,5,4,holdout
20270919,4,random,spatial,grid49,13,13,889.6652427149513,11565.648155294368,0.3592986000003293,587,429,158,42678.24077647184,8535.648155294368,385.0,2145.0,474.0,26.0,13,49,full_coverage,14,11,holdout
20270919,4,random,spatial,triangle27,13,13,740.9757046652859,9632.684160648716,0.2479659000000538,336,274,62,38993.42080324358,7798.684160648716,252.0,1370.0,186.0,26.0,13,27,full_coverage,11,10,holdout
20270920,4,random,spatial,grid49,12,12,1004.2929542135139,12051.515450562167,0.3485325000001467,575,499,76,44242.57725281084,8848.515450562169,456.0,2495.0,228.0,24.0,12,49,full_coverage,5,1,holdout
20270920,4,random,spatial,triangle27,12,12,807.3996599500383,9688.79591940046,0.33609740000019883,400,288,112,38103.97959700229,7620.795919400458,268.0,1440.0,336.0,24.0,12,27,full_coverage,5,4,holdout
20270921,4,random,spatial,grid49,11,11,1150.0240573222236,12650.26463054446,0.4399169000002985,665,535,130,45366.32315272231,9073.264630544461,490.0,2675.0,390.0,22.0,11,49,full_coverage,10,6,holdout
20270921,4,random,spatial,triangle27,11,11,933.3481943068635,10266.830137375498,0.24946549999958734,379,301,78,41139.15068687748,8227.830137375497,278.0,1505.0,234.0,22.0,11,27,full_coverage,8,6,holdout
20270922,4,random,spatial,grid49,14,14,895.5861031381252,12538.205443933752,0.5597177999998166,542,402,140,48616.02721966875,9723.20544393375,357.0,2010.0,420.0,28.0,14,49,full_coverage,14,12,holdout
20270922,4,random,spatial,triangle27,14,14,713.6169467406093,9990.63725436853,0.32122879999997167,371,283,88,40103.18627184265,8020.63725436853,263.0,1415.0,264.0,28.0,14,27,full_coverage,14,12,holdout
20270923,4,random,spatial,grid49,14,14,838.2819742076002,11735.947638906404,0.14369170000009035,465,411,54,45619.73819453202,9123.947638906404,367.0,2055.0,162.0,28.0,14,49,full_coverage,15,12,holdout
20270923,4,random,spatial,triangle27,14,14,716.8556012123081,10035.978416972313,0.17319210000005114,311,231,80,42029.89208486156,8405.978416972312,207.0,1155.0,240.0,28.0,14,27,full_coverage,12,8,holdout
20270924,4,random,spatial,grid49,10,10,1237.4616706071254,12374.616706071254,0.18721310000000813,713,563,150,42848.08353035625,8569.61670607125,520.0,2815.0,450.0,20.0,10,49,full_coverage,6,4,holdout
20270924,4,random,spatial,triangle27,10,10,890.2746787650315,8902.746787650314,0.060253000000102475,382,356,26,33453.73393825155,6690.746787650311,334.0,1780.0,78.0,20.0,10,27,full_coverage,4,4,holdout
20270925,4,random,spatial,grid49,12,12,1008.2041399623785,12098.449679548541,0.18016259999967588,562,469,93,45117.248397742704,9023.449679548541,427.0,2345.0,279.0,24.0,12,49,full_coverage,6,5,holdout
20270925,4,random,spatial,triangle27,12,12,830.7392612922134,9968.87113550656,0.23697559999982332,445,294,151,38749.355677532796,7749.87113550656,272.0,1470.0,453.0,24.0,12,27,full_coverage,7,4,holdout
20270926,4,random,spatial,grid49,12,12,1041.1207863813124,12493.44943657575,0.17895670000007158,545,479,66,47217.24718287874,9443.449436575747,433.0,2395.0,198.0,24.0,12,49,full_coverage,6,5,holdout
20270926,4,random,spatial,triangle27,12,12,784.9033812412994,9418.840574895592,0.2078403000000435,364,286,78,37334.20287447795,7466.84057489559,264.0,1430.0,234.0,24.0,12,27,full_coverage,8,7,holdout
20270927,4,random,spatial,grid49,16,16,419.1104123308418,6705.766597293469,0.3042731000000458,267,153,114,27138.832986467336,5427.766597293467,139.0,765.0,342.0,32.0,16,17,count_upper_bound,19,11,holdout
20270927,4,random,spatial,triangle27,16,16,406.90706939114966,6510.513110258395,0.11900629999990997,211,160,51,26887.565551291977,5377.5131102583955,148.0,800.0,153.0,32.0,16,16,count_upper_bound,19,17,holdout
20270928,4,random,spatial,grid49,14,14,912.675535539068,12777.457497546953,0.22445620000007693,699,489,210,46152.28748773479,9230.457497546959,444.0,2445.0,630.0,28.0,14,49,full_coverage,15,13,holdout
20270928,4,random,spatial,triangle27,14,14,686.7972245560712,9615.161143784997,0.23735130000022764,355,254,101,38930.80571892498,7786.161143784997,228.0,1270.0,303.0,28.0,14,27,full_coverage,16,12,holdout
20270929,4,random,spatial,grid49,11,11,1150.9596356833406,12660.555992516747,0.27971579999984897,698,540,158,44827.779962583736,8965.555992516747,499.0,2700.0,474.0,22.0,11,49,full_coverage,6,4,holdout
20270929,4,random,spatial,triangle27,11,11,837.3446921329755,9210.79161346273,0.1324165000000903,370,314,56,35788.958067313644,7157.791613462729,293.0,1570.0,168.0,22.0,11,27,full_coverage,5,5,holdout
20270930,4,random,spatial,grid49,13,13,871.3897714570065,11328.067028941085,0.12878200000022844,516,415,101,42770.33514470542,8554.067028941085,370.0,2075.0,303.0,26.0,13,49,full_coverage,9,8,holdout
20270930,4,random,spatial,triangle27,13,13,806.3967232923225,10483.157402800192,0.23621259999981703,371,253,118,43040.78701400096,8608.157402800192,230.0,1265.0,354.0,26.0,13,27,full_coverage,12,10,holdout
20270931,4,random,spatial,grid49,13,13,878.0098127167536,11414.127565317796,0.08684009999979025,507,457,50,42695.63782658897,8539.127565317795,414.0,2285.0,150.0,26.0,13,49,full_coverage,10,6,holdout
20270931,4,random,spatial,triangle27,13,13,810.5770862494472,10537.502121242815,0.26879520000011325,389,266,123,42852.51060621407,8570.502121242815,242.0,1330.0,369.0,26.0,13,27,full_coverage,20,10,holdout
20270932,4,random,spatial,grid49,15,15,838.3127095298559,12574.690642947839,0.20152050000024246,516,383,133,49458.4532147392,9891.69064294784,339.0,1915.0,399.0,30.0,15,49,full_coverage,17,12,holdout
20270932,4,random,spatial,triangle27,15,15,632.3685022504079,9485.527533756118,0.20489580000003116,319,247,72,38897.63766878058,7779.527533756116,225.0,1235.0,216.0,30.0,15,27,full_coverage,15,12,holdout
20270933,4,random,spatial,grid49,15,15,804.8274979998934,12072.4124699984,0.1327966999997443,495,436,59,46462.062349992004,9292.4124699984,393.0,2180.0,177.0,30.0,15,49,full_coverage,11,9,holdout
20270933,4,random,spatial,triangle27,15,15,650.8695928531794,9763.04389279769,0.14382350000005317,296,223,73,41015.219463988455,8203.04389279769,196.0,1115.0,219.0,30.0,15,27,full_coverage,20,14,holdout
20270934,4,random,spatial,grid49,13,13,1026.2179742557248,13340.833665324422,0.26727889999983745,689,513,176,48769.16832662213,9753.833665324426,468.0,2565.0,528.0,26.0,13,49,full_coverage,6,3,holdout
20270934,4,random,spatial,triangle27,13,13,817.1238751915595,10622.610377490273,0.23406440000007933,427,306,121,42103.05188745138,8420.610377490277,283.0,1530.0,363.0,26.0,13,27,full_coverage,13,7,holdout
20270935,4,random,spatial,grid49,13,13,862.2087588327702,11208.713864826012,0.07206499999983862,505,468,37,41543.56932413007,8308.713864826013,423.0,2340.0,111.0,26.0,13,49,full_coverage,10,9,holdout
20270935,4,random,spatial,triangle27,13,13,770.0615094345369,10010.79962264898,0.1325464000001375,347,293,54,40438.998113244896,8087.7996226489795,270.0,1465.0,162.0,26.0,13,27,full_coverage,11,9,holdout
20270936,4,random,spatial,grid49,15,15,833.3306049248059,12499.959073872089,0.19376850000026025,619,453,166,46469.79536936044,9293.959073872089,413.0,2265.0,498.0,30.0,15,49,full_coverage,10,9,holdout
20270936,4,random,spatial,triangle27,15,15,766.4223100462775,11496.334650694163,0.298219500000414,464,263,201,46531.67325347083,9306.334650694165,242.0,1315.0,603.0,30.0,15,27,full_coverage,9,7,holdout
20270937,4,random,spatial,grid49,15,15,779.573466915252,11693.60200372878,0.1614395000001423,527,394,133,44728.0100186439,8945.60200372878,349.0,1970.0,399.0,30.0,15,49,full_coverage,19,16,holdout
20270937,4,random,spatial,triangle27,15,15,713.2077668429408,10698.116502644112,0.3318856999999298,420,203,217,44110.582513220565,8822.116502644112,180.0,1015.0,651.0,30.0,15,27,full_coverage,27,16,holdout
20270938,4,random,spatial,grid49,11,11,1282.3692504563498,14106.06175501985,0.23014899999998306,766,560,206,50760.30877509923,10152.061755019846,514.0,2800.0,618.0,22.0,11,49,full_coverage,5,1,holdout
20270938,4,random,spatial,triangle27,11,11,903.3769790497842,9937.146769547626,0.12354150000010122,382,332,50,38990.73384773813,7798.146769547626,307.0,1660.0,150.0,22.0,11,27,full_coverage,8,5,holdout
20270939,4,random,spatial,grid49,13,13,939.913478767238,12218.875223974093,0.17657930000041233,548,421,127,46649.376119870445,9329.87522397409,377.0,2105.0,381.0,26.0,13,49,full_coverage,7,5,holdout
20270939,4,random,spatial,triangle27,13,13,927.6131583393196,12058.971058411154,0.34938140000031126,489,273,216,48859.855292055785,9771.971058411156,248.0,1365.0,648.0,26.0,13,27,full_coverage,11,7,holdout
20270940,4,random,spatial,grid49,13,13,904.679412254801,11760.832359312413,0.13405089999969277,507,428,79,44859.161796562075,8971.832359312415,386.0,2140.0,237.0,26.0,13,49,full_coverage,8,6,holdout
20270940,4,random,spatial,triangle27,13,13,780.8032560299939,10150.442328389921,0.19635240000025078,388,277,111,40747.211641949616,8149.442328389923,257.0,1385.0,333.0,26.0,13,27,full_coverage,5,4,holdout
20270941,4,random,spatial,grid49,16,16,420.45378416098174,6727.260546575708,0.1806933000002573,271,206,65,26406.302732878536,5281.260546575707,189.0,1030.0,195.0,32.0,16,21,count_upper_bound,13,9,holdout
20270941,4,random,spatial,triangle27,16,16,509.6407543151572,8154.252069042515,0.2013704000000871,331,253,78,31941.260345212577,6388.252069042515,235.0,1265.0,234.0,32.0,16,21,count_upper_bound,18,15,holdout
20270942,4,random,spatial,grid49,10,10,1243.586335377809,12435.86335377809,0.13937329999998838,692,610,82,42779.31676889046,8555.863353778092,564.0,3050.0,246.0,20.0,10,49,full_coverage,11,5,holdout
20270942,4,random,spatial,triangle27,10,10,1063.807154789176,10638.07154789176,0.27524640000001455,506,357,149,40280.357739458785,8056.071547891756,330.0,1785.0,447.0,20.0,10,27,full_coverage,12,3,holdout
20270943,4,random,spatial,grid49,14,14,881.918924521972,12346.864943307608,0.1977136000000428,577,444,133,46514.324716538045,9302.86494330761,397.0,2220.0,399.0,28.0,14,49,full_coverage,9,7,holdout
20270943,4,random,spatial,triangle27,14,14,711.6081464487805,9962.514050282927,0.14719279999962964,360,247,113,40682.57025141463,8136.514050282926,224.0,1235.0,339.0,28.0,14,27,full_coverage,14,12,holdout
20270944,4,random,spatial,grid49,12,12,932.5419816690442,11190.50378002853,0.11621130000003177,579,539,40,39282.518900142655,7856.503780028531,495.0,2695.0,120.0,24.0,12,49,full_coverage,11,8,holdout
20270944,4,random,spatial,triangle27,12,12,800.2587920496026,9603.10550459523,0.1197626000002856,352,306,46,38140.52752297616,7628.105504595233,283.0,1530.0,138.0,24.0,12,27,full_coverage,12,9,holdout
20270945,4,random,spatial,grid49,10,10,1297.5375903769716,12975.375903769716,0.19940670000005412,749,632,117,44281.8795188486,8856.37590376972,588.0,3160.0,351.0,20.0,10,49,full_coverage,4,2,holdout
20270945,4,random,spatial,triangle27,10,10,915.9418326435327,9159.418326435327,0.11777389999997467,383,332,51,35072.09163217663,7014.418326435326,312.0,1660.0,153.0,20.0,10,27,full_coverage,1,1,holdout
20270946,4,random,spatial,grid49,13,13,851.0097064298755,11063.126183588382,0.07979930000010427,520,479,41,40430.630917941904,8086.1261835883815,433.0,2395.0,123.0,26.0,13,49,full_coverage,12,10,holdout
20270946,4,random,spatial,triangle27,13,13,780.2533887850734,10143.294054205955,0.22937150000007023,368,272,96,41116.47027102977,8223.294054205955,246.0,1360.0,288.0,26.0,13,27,full_coverage,12,8,holdout
20270947,4,random,spatial,grid49,13,13,955.3957056201598,12420.144173062077,0.29485810000005586,656,466,190,45370.720865310395,9074.144173062079,420.0,2330.0,570.0,26.0,13,49,full_coverage,17,12,holdout
20270947,4,random,spatial,triangle27,13,13,840.1032535782621,10921.342296517407,0.34336080000002767,449,306,143,43266.71148258702,8653.342296517405,283.0,1530.0,429.0,26.0,13,27,full_coverage,9,8,holdout
20270948,4,random,spatial,grid49,16,16,598.9039521909314,9582.463235054902,0.35050920000003316,470,210,260,37657.31617527452,7531.463235054904,189.0,1050.0,780.0,32.0,16,25,count_upper_bound,16,10,holdout
20270948,4,random,spatial,triangle27,16,16,556.4251867409732,8902.802987855572,0.267022999999881,330,180,150,36804.014939277855,7360.802987855572,160.0,900.0,450.0,32.0,16,20,count_upper_bound,23,18,holdout
20270949,4,random,spatial,grid49,16,16,414.01897328023506,6624.303572483761,0.29560730000002877,301,149,152,26271.5178624188,5254.30357248376,137.0,745.0,456.0,32.0,16,16,count_upper_bound,15,12,holdout
20270949,4,random,spatial,triangle27,16,16,506.2778507031761,8100.445611250818,0.349536100000023,414,158,256,31822.22805625409,6364.445611250818,146.0,790.0,768.0,32.0,16,13,count_upper_bound,17,11,holdout
20270950,4,random,spatial,grid49,13,13,957.1232581795102,12442.602356333633,0.341283399999611,527,404,123,48358.01178166816,9671.602356333631,356.0,2020.0,369.0,26.0,13,49,full_coverage,11,4,holdout
20270950,4,random,spatial,triangle27,13,13,775.6146225531455,10082.990093190892,0.15321030000040992,320,272,48,41529.95046595446,8305.990093190892,247.0,1360.0,144.0,26.0,13,27,full_coverage,15,8,holdout
20270951,4,random,spatial,grid49,12,12,1010.6636456335497,12127.963747602596,0.3252947999999378,570,480,90,44989.81873801298,8997.963747602596,436.0,2400.0,270.0,24.0,12,49,full_coverage,11,7,holdout
20270951,4,random,spatial,triangle27,12,12,847.0307673639853,10164.369208367823,0.47140010000020993,408,298,110,40221.84604183911,8044.3692083678225,276.0,1490.0,330.0,24.0,12,27,full_coverage,12,10,holdout
20270952,4,random,spatial,grid49,11,11,1151.8610719258143,12670.471791183956,0.524050200000147,728,555,173,44217.358955919786,8843.471791183958,511.0,2775.0,519.0,22.0,11,49,full_coverage,10,3,holdout
20270952,4,random,spatial,triangle27,11,11,945.884003378722,10404.724037165943,0.6210823999999775,423,300,123,41183.62018582971,8236.724037165943,277.0,1500.0,369.0,22.0,11,27,full_coverage,8,6,holdout
20270953,4,random,spatial,grid49,13,13,930.0109937539897,12090.142918801866,0.7284813000001122,551,461,90,45360.714594009325,9072.142918801865,417.0,2305.0,270.0,26.0,13,49,full_coverage,11,7,holdout
20270953,4,random,spatial,triangle27,13,13,796.0383341328013,10348.498343726416,0.472713599999679,439,278,161,40972.49171863208,8194.498343726416,255.0,1390.0,483.0,26.0,13,27,full_coverage,10,9,holdout
20270954,4,random,spatial,grid49,12,12,1006.0799442165224,12072.959330598269,0.5202316999998402,618,494,124,43804.796652991354,8760.95933059827,446.0,2470.0,372.0,24.0,12,49,full_coverage,16,12,holdout
20270954,4,random,spatial,triangle27,12,12,874.6338681028792,10495.60641723455,0.7633667999998579,367,300,67,42478.03208617275,8495.60641723455,275.0,1500.0,201.0,24.0,12,27,full_coverage,13,7,holdout
20270955,4,random,spatial,grid49,15,15,841.0055332442487,12615.08299866373,0.5235297000003811,519,356,163,50020.414993318656,10004.08299866373,312.0,1780.0,489.0,30.0,15,49,full_coverage,13,11,holdout
20270955,4,random,spatial,triangle27,15,15,633.6564868391354,9504.84730258703,0.6587660000000142,282,212,70,40104.236512935146,8020.847302587029,184.0,1060.0,210.0,30.0,15,27,full_coverage,17,14,holdout
20270956,4,random,spatial,grid49,12,12,1066.4960287021834,12797.952344426201,0.39846040000020366,635,543,92,46409.76172213101,9281.952344426201,501.0,2715.0,276.0,24.0,12,49,full_coverage,7,7,holdout
20270956,4,random,spatial,triangle27,12,12,836.4159950139333,10036.9919401672,0.49718209999991814,416,281,135,39739.95970083599,7947.991940167199,255.0,1405.0,405.0,24.0,12,27,full_coverage,17,9,holdout
20270957,4,random,spatial,grid49,14,14,891.7247719553428,12484.1468073748,0.8698064000000159,583,450,133,47005.734036874,9401.1468073748,406.0,2250.0,399.0,28.0,14,49,full_coverage,12,9,holdout
20270957,4,random,spatial,triangle27,14,14,713.9502665014559,9995.303731020382,0.5206089999996948,400,292,108,39596.51865510191,7919.303731020382,264.0,1460.0,324.0,28.0,14,27,full_coverage,14,7,holdout
20270958,4,random,spatial,grid49,15,15,786.7191725361556,11800.787588042334,0.7240702000003694,482,392,90,45948.93794021168,9189.787588042336,351.0,1960.0,270.0,30.0,15,49,full_coverage,10,9,holdout
20270958,4,random,spatial,triangle27,15,15,703.7713631072039,10556.570446608059,0.5079588999997213,385,258,127,43092.85223304029,8618.570446608059,237.0,1290.0,381.0,30.0,15,27,full_coverage,8,7,holdout
20270959,4,random,spatial,grid49,12,12,1065.24649700904,12782.95796410848,0.21437979999973322,652,538,114,46164.78982054241,9232.957964108482,494.0,2690.0,342.0,24.0,12,49,full_coverage,9,7,holdout
