seed,question,kind,noise,amplitude,variant,sources,cleared,average_s,virtual_s,runtime_s,measurements,clear_attempts,failed_clears,move_m,actions,move,switch,measure,optical,laser,cleared_count,visited_survey_points,termination,shared_attempts,shared_hits,group
2031091128,3,random,spatial,1,candidate,14,14,240.4263259963785,3365.968563949299,0.34561260000009497,119,51,37,12374.842819746498,170,2474.9685639492996,115.0,595.0,153.0,28.0,14,7,full_coverage,11,9,validation
2031091129,3,random,spatial,1,baseline,15,15,284.1398467576391,4262.097701364586,0.09590109999953711,93,32,17,17905.488506822934,125,3581.0977013645866,90.0,465.0,96.0,30.0,15,7,full_coverage,21,18,validation
2031091129,3,random,spatial,1,candidate,15,15,219.44470993954883,3291.6706490932324,0.4311822999998185,125,67,52,11583.353245466165,192,2316.670649093233,119.0,625.0,201.0,30.0,15,7,full_coverage,18,16,validation
2031091130,3,random,spatial,1,baseline,13,13,344.0862716345919,4473.121531249695,0.056220500000563334,101,29,16,18795.60765624848,130,3759.121531249696,96.0,505.0,87.0,26.0,13,7,full_coverage,15,14,validation
2031091130,3,random,spatial,1,candidate,13,13,282.9097001387513,3677.826101803767,0.28760889999921346,113,94,81,13479.13050901884,207,2695.826101803768,109.0,565.0,282.0,26.0,13,7,full_coverage,14,13,validation
2031091131,3,random,spatial,1,baseline,16,16,285.75381714968927,4572.061074395028,0.1258378000002267,88,48,32,19360.30537197514,136,3872.0610743950283,84.0,440.0,144.0,32.0,16,6,count_upper_bound,21,17,validation
2031091131,3,random,spatial,1,candidate,16,16,232.02843326361588,3712.454932217854,0.6291214000002583,137,81,65,13122.274661089272,218,2624.4549322178545,128.0,685.0,243.0,32.0,16,7,count_upper_bound,27,20,validation
2031091132,3,random,spatial,1,baseline,16,16,283.04306132598265,4528.688981215722,0.08724380000057863,98,44,28,18908.444906078606,142,3781.688981215721,93.0,490.0,132.0,32.0,16,6,count_upper_bound,21,17,validation
2031091132,3,random,spatial,1,candidate,16,16,227.1119671194205,3633.791473910728,0.4806289000007382,120,53,37,13638.957369553646,173,2727.791473910729,115.0,600.0,159.0,32.0,16,7,count_upper_bound,20,17,validation
2031091133,3,random,spatial,1,baseline,15,15,309.3212493392803,4639.818740089205,0.08332320000045002,96,35,20,19674.093700446025,131,3934.818740089205,90.0,480.0,105.0,30.0,15,7,full_coverage,15,15,validation
2031091133,3,random,spatial,1,candidate,15,15,271.64394321136626,4074.6591481704936,0.4187255000006189,118,76,61,15573.295740852467,194,3114.6591481704936,112.0,590.0,228.0,30.0,15,7,full_coverage,18,15,validation
2031091134,3,random,spatial,1,baseline,15,15,310.9696880046177,4664.5453200692655,0.10117580000041926,89,41,26,19897.72660034632,130,3979.545320069264,87.0,445.0,123.0,30.0,15,7,full_coverage,17,17,validation
2031091134,3,random,spatial,1,candidate,15,15,228.49494520582783,3427.4241780874177,0.45193039999958273,121,35,20,12872.120890437089,156,2574.4241780874177,113.0,605.0,105.0,30.0,15,7,full_coverage,20,18,validation
2031091135,3,random,spatial,1,baseline,15,15,336.1942191268419,5042.913286902629,0.07584620000034192,99,39,24,21529.566434513144,138,4305.913286902629,95.0,495.0,117.0,30.0,15,7,full_coverage,14,13,validation
2031091135,3,random,spatial,1,candidate,15,15,256.77392693206707,3851.608903981006,0.3346010999994178,113,69,54,14708.044519905032,182,2941.6089039810063,108.0,565.0,207.0,30.0,15,7,full_coverage,17,16,validation
2031091136,3,random,spatial,1,baseline,16,16,312.9157036438913,5006.65125830226,0.07202450000022509,94,35,19,21553.2562915113,129,4310.65125830226,89.0,470.0,105.0,32.0,16,7,count_upper_bound,18,15,validation
2031091136,3,random,spatial,1,candidate,16,16,222.60050440706183,3561.6080705129893,0.45374939999965136,113,56,40,13468.040352564953,169,2693.6080705129907,103.0,565.0,168.0,32.0,16,7,count_upper_bound,25,22,validation
2031091137,3,random,spatial,1,baseline,15,15,309.3457730777491,4640.186596166236,0.07087700000010955,102,36,21,19465.93298083118,138,3893.1865961662365,99.0,510.0,108.0,30.0,15,7,full_coverage,14,13,validation
2031091137,3,random,spatial,1,candidate,15,15,242.29328560311941,3634.3992840467913,0.408181799999511,130,43,28,13496.996420233956,173,2699.3992840467913,126.0,650.0,129.0,30.0,15,7,full_coverage,15,15,validation
2031091138,3,random,spatial,1,baseline,16,16,305.7273500293995,4891.637600470392,0.07090520000019751,97,40,24,20818.18800235196,137,4163.637600470392,91.0,485.0,120.0,32.0,16,7,count_upper_bound,13,12,validation
2031091138,3,random,spatial,1,candidate,16,16,242.8740978543095,3885.985565668952,0.4392674000000625,112,80,64,14729.92782834476,192,2945.985565668952,108.0,560.0,240.0,32.0,16,7,count_upper_bound,17,16,validation
2031091139,3,random,spatial,1,baseline,16,16,212.54646544283332,3400.743447085333,0.08697240000037709,76,34,18,14073.717235426668,110,2814.7434470853336,72.0,380.0,102.0,32.0,16,5,count_upper_bound,23,21,validation
2031091139,3,random,spatial,1,candidate,16,16,206.5511933135985,3304.819093017576,0.39870430000064516,108,53,37,12354.095465087885,161,2470.819093017577,103.0,540.0,159.0,32.0,16,6,count_upper_bound,23,21,validation
2031091140,3,random,spatial,1,baseline,14,14,335.30277905390705,4694.238906754698,0.06483419999949547,99,33,19,19886.194533773494,132,3977.238906754699,95.0,495.0,99.0,28.0,14,7,full_coverage,14,11,validation
2031091140,3,random,spatial,1,candidate,14,14,237.97864567970433,3331.7010395158604,0.33938019999914104,114,51,37,12363.505197579303,165,2472.7010395158604,108.0,570.0,153.0,28.0,14,7,full_coverage,14,14,validation
2031091141,3,random,spatial,1,baseline,12,12,337.20408372940346,4046.4490047528416,0.06397939999988012,110,31,19,16372.245023764208,141,3274.4490047528416,105.0,550.0,93.0,24.0,12,7,full_coverage,11,9,validation
2031091141,3,random,spatial,1,candidate,12,12,288.0412483935033,3456.4949807220396,0.24281320000045525,114,59,47,12887.474903610202,173,2577.4949807220405,108.0,570.0,177.0,24.0,12,7,full_coverage,12,11,validation
2031091142,3,random,spatial,1,baseline,10,10,401.0089653849212,4010.0896538492125,0.04863610000029439,117,14,4,16255.448269246066,131,3251.0896538492134,112.0,585.0,42.0,20.0,10,7,full_coverage,10,8,validation
2031091142,3,random,spatial,1,candidate,10,10,334.1897531191511,3341.8975311915106,0.2249840000004042,124,39,29,12334.487655957553,163,2466.8975311915106,118.0,620.0,117.0,20.0,10,7,full_coverage,10,9,validation
2031091143,3,random,spatial,1,baseline,16,16,290.7138275291567,4651.421240466507,0.0638357999996515,101,37,21,19522.106202332532,138,3904.4212404665063,99.0,505.0,111.0,32.0,16,7,count_upper_bound,14,13,validation
2031091143,3,random,spatial,1,candidate,16,16,252.14484860439302,4034.3175776702883,0.37793189999956667,109,72,56,15696.587888351442,181,3139.3175776702883,102.0,545.0,216.0,32.0,16,7,count_upper_bound,16,16,validation
2031091144,3,random,spatial,1,baseline,16,16,310.0896110921536,4961.433777474457,0.06772230000024138,105,41,25,20892.168887372278,146,4178.433777474455,103.0,525.0,123.0,32.0,16,7,count_upper_bound,14,11,validation
2031091144,3,random,spatial,1,candidate,16,16,246.37438854297315,3941.9902166875704,0.43669260000024224,125,62,46,14889.951083437854,187,2977.990216687571,121.0,625.0,186.0,32.0,16,7,count_upper_bound,22,19,validation
2031091145,3,random,spatial,1,baseline,16,16,276.92907779121543,4430.865244659447,0.0668905000002269,96,26,10,18739.326223297234,122,3747.8652446594465,93.0,480.0,78.0,32.0,16,7,count_upper_bound,18,18,validation
2031091145,3,random,spatial,1,candidate,16,16,218.92992392914968,3502.878782866395,0.3824584000003597,105,39,23,13654.393914331975,144,2730.878782866395,98.0,525.0,117.0,32.0,16,7,count_upper_bound,24,17,validation
2031091146,3,random,spatial,1,baseline,13,13,342.92328556024097,4458.0027122831325,0.05301280000003317,96,21,8,18975.013561415664,117,3795.002712283133,94.0,480.0,63.0,26.0,13,7,full_coverage,11,11,validation
2031091146,3,random,spatial,1,candidate,13,13,281.4590418784182,3658.9675444194368,0.3143569000003481,117,67,54,13664.837722097182,184,2732.9675444194363,114.0,585.0,201.0,26.0,13,7,full_coverage,12,12,validation
2031091147,3,random,spatial,1,baseline,16,16,324.411911787275,5190.5905885964,0.07902199999989534,95,40,24,22362.952942982003,135,4472.5905885964,91.0,475.0,120.0,32.0,16,7,count_upper_bound,21,15,validation
2031091147,3,random,spatial,1,candidate,16,16,215.92972938776802,3454.8756702042883,0.5229302999996435,128,72,56,12229.37835102144,200,2445.875670204288,121.0,640.0,216.0,32.0,16,7,count_upper_bound,18,14,validation
2031091148,3,random,spatial,1,baseline,15,15,353.90395971041124,5308.559395656169,0.08591829999932088,95,43,28,22907.79697828085,138,4581.55939565617,93.0,475.0,129.0,30.0,15,7,full_coverage,12,10,validation
2031091148,3,random,spatial,1,candidate,15,15,251.4003034400693,3771.0045516010396,0.42967200000020966,125,55,40,14155.022758005198,180,2831.0045516010396,120.0,625.0,165.0,30.0,15,7,full_coverage,20,19,validation
2031091149,3,random,spatial,1,baseline,10,10,398.1352260550882,3981.352260550882,0.03579249999984313,114,18,8,16131.761302754412,132,3226.3522605508824,111.0,570.0,54.0,20.0,10,7,full_coverage,8,8,validation
2031091149,3,random,spatial,1,candidate,10,10,319.7078227043621,3197.078227043621,0.2038326000001689,121,48,38,11575.39113521811,169,2315.078227043622,113.0,605.0,144.0,20.0,10,7,full_coverage,11,9,validation
2031091150,3,random,spatial,1,baseline,11,11,368.3071451683301,4051.3785968516313,0.05925509999997303,104,23,12,16716.892984258157,127,3343.3785968516313,97.0,520.0,69.0,22.0,11,7,full_coverage,14,10,validation
2031091150,3,random,spatial,1,candidate,11,11,305.73184915823435,3363.050340740578,0.3260873999997784,121,60,49,12210.251703702896,181,2442.050340740579,114.0,605.0,180.0,22.0,11,7,full_coverage,13,11,validation
2031091151,3,random,spatial,1,baseline,15,15,343.83202522386125,5157.480378357919,0.070047500000328,103,51,36,21807.4018917896,154,4361.48037835792,98.0,515.0,153.0,30.0,15,7,full_coverage,12,11,validation
2031091151,3,random,spatial,1,candidate,15,15,233.55031379135463,3503.2547068703193,0.29733799999939947,118,37,22,13306.273534351596,155,2661.2547068703193,111.0,590.0,111.0,30.0,15,7,full_coverage,15,13,validation
2031091152,3,random,spatial,1,baseline,12,12,346.2063135624847,4154.475762749817,0.05509350000011182,106,39,27,16907.37881374909,145,3381.4757627498175,102.0,530.0,117.0,24.0,12,7,full_coverage,12,11,validation
2031091152,3,random,spatial,1,candidate,12,12,311.3853401882206,3736.624082258647,0.3394962000002124,124,89,77,13548.120411293237,213,2709.6240822586474,116.0,620.0,267.0,24.0,12,7,full_coverage,14,12,validation
2031091153,3,random,spatial,1,baseline,16,16,283.2368448347991,4531.789517356786,0.07783430000017688,89,43,27,19203.947586783925,132,3840.789517356785,85.0,445.0,129.0,32.0,16,7,count_upper_bound,18,16,validation
2031091153,3,random,spatial,1,candidate,16,16,215.12011336329235,3441.9218138126776,0.4867487000001347,125,64,48,12359.60906906339,189,2471.921813812678,121.0,625.0,192.0,32.0,16,7,count_upper_bound,20,17,validation
2031091154,3,random,spatial,1,baseline,15,15,291.3005914376701,4369.508871565052,0.05516440000064904,101,29,14,18242.544357825253,130,3648.5088715650504,99.0,505.0,87.0,30.0,15,7,full_coverage,14,12,validation
2031091154,3,random,spatial,1,candidate,15,15,249.2776608749831,3739.1649131247464,0.33091739999963465,109,68,53,14275.82456562373,177,2855.164913124746,105.0,545.0,204.0,30.0,15,7,full_coverage,13,11,validation
2031091155,3,random,spatial,1,baseline,11,11,377.36837688978704,4151.0521457876575,0.06234260000019276,101,35,24,17105.260728938287,136,3421.0521457876575,98.0,505.0,105.0,22.0,11,7,full_coverage,9,9,validation
2031091155,3,random,spatial,1,candidate,11,11,285.5204017606424,3140.7244193670663,0.2747492999997121,120,92,81,10628.622096835334,212,2125.7244193670667,117.0,600.0,276.0,22.0,11,7,full_coverage,12,12,validation
2031091156,3,random,spatial,1,baseline,12,12,331.43115432562007,3977.1738519074406,0.0583401000003505,94,25,13,16585.869259537205,119,3317.1738519074406,91.0,470.0,75.0,24.0,12,7,full_coverage,11,11,validation
2031091156,3,random,spatial,1,candidate,12,12,270.06698976918454,3240.8038772302148,0.27628610000010667,117,44,32,11944.019386151074,161,2388.8038772302148,111.0,585.0,132.0,24.0,12,7,full_coverage,14,12,validation
2031091157,3,random,spatial,1,baseline,11,11,300.94956883384634,3310.4452571723095,0.048605299999508134,104,15,4,13132.22628586155,119,2626.44525717231,97.0,520.0,45.0,22.0,11,7,full_coverage,20,16,validation
2031091157,3,random,spatial,1,candidate,11,11,244.4868262709738,2689.355088980712,0.20962989999952697,111,22,11,9711.77544490356,133,1942.355088980712,104.0,555.0,66.0,22.0,11,7,full_coverage,17,17,validation
2031091158,3,random,spatial,1,baseline,12,12,325.0532119574953,3900.6385434899435,0.08378330000050482,99,43,31,15788.19271744972,142,3157.638543489944,95.0,495.0,129.0,24.0,12,7,full_coverage,17,14,validation
2031091158,3,random,spatial,1,candidate,12,12,294.2256196037185,3530.7074352446216,0.31401869999990595,121,67,55,12918.537176223108,188,2583.7074352446216,117.0,605.0,201.0,24.0,12,7,full_coverage,15,13,validation
2031091159,3,random,spatial,1,baseline,12,12,340.1124669642333,4081.3496035707994,0.05914409999968484,98,33,21,16871.748017854,131,3374.3496035708,94.0,490.0,99.0,24.0,12,7,full_coverage,14,13,validation
2031091159,3,random,spatial,1,candidate,12,12,314.10800401299485,3769.2960481559385,0.28027879999990546,117,86,74,13961.4802407797,203,2792.29604815594,110.0,585.0,258.0,24.0,12,7,full_coverage,10,9,validation
2031091160,3,random,spatial,1,baseline,15,15,357.8612288419945,5367.918432629917,0.08960400000069058,92,42,27,23319.59216314959,134,4663.918432629918,88.0,460.0,126.0,30.0,15,7,full_coverage,18,14,validation
2031091160,3,random,spatial,1,candidate,15,15,241.518317828124,3622.77476742186,0.3694425000003321,114,48,33,13843.873837109299,162,2768.77476742186,110.0,570.0,144.0,30.0,15,7,full_coverage,17,17,validation
2031091161,3,random,spatial,1,baseline,14,14,330.5314953444401,4627.440934822162,0.07583380000050965,90,42,28,19682.204674110806,132,3936.4409348221616,87.0,450.0,126.0,28.0,14,7,full_coverage,14,12,validation
2031091161,3,random,spatial,1,candidate,14,14,241.7722738809153,3384.811834332814,0.4077293999998801,124,40,26,12504.059171664076,164,2500.811834332815,116.0,620.0,120.0,28.0,14,7,full_coverage,22,18,validation
2031091162,3,random,spatial,1,baseline,13,13,341.1353213409298,4434.759177432087,0.07070349999958125,102,28,15,18588.795887160435,130,3717.759177432087,97.0,510.0,84.0,26.0,13,7,full_coverage,15,13,validation
2031091162,3,random,spatial,1,candidate,13,13,269.9731678343373,3509.651181846385,0.35841230000005453,119,92,79,12508.255909231924,211,2501.651181846385,111.0,595.0,276.0,26.0,13,7,full_coverage,15,14,validation
2031091163,3,random,spatial,1,baseline,10,10,432.39832089718027,4323.983208971803,0.053291100000024016,112,22,12,17844.916044859016,134,3568.983208971803,109.0,560.0,66.0,20.0,10,7,full_coverage,8,7,validation
2031091163,3,random,spatial,1,candidate,10,10,331.8044939015892,3318.044939015892,0.2472656999998435,126,69,59,11700.22469507946,195,2340.044939015892,121.0,630.0,207.0,20.0,10,7,full_coverage,10,9,validation
2031091164,3,random,spatial,1,baseline,11,11,359.0150787638272,3949.1658664020993,0.05666540000038367,104,29,18,16105.829332010499,133,3221.1658664020997,99.0,520.0,87.0,22.0,11,7,full_coverage,11,8,validation
2031091164,3,random,spatial,1,candidate,11,11,311.52009481875103,3426.7210430062614,0.28554110000004584,130,26,15,12748.605215031308,156,2549.7210430062614,127.0,650.0,78.0,22.0,11,7,full_coverage,9,9,validation
2031091165,3,random,spatial,1,baseline,14,14,342.65098791726115,4797.113830841656,0.0850639999998748,92,55,41,20275.569154208275,147,4055.113830841655,89.0,460.0,165.0,28.0,14,7,full_coverage,17,15,validation
2031091165,3,random,spatial,1,candidate,14,14,240.82819779592498,3371.5947691429496,0.34469590000026074,119,27,13,12772.973845714747,146,2554.594769142949,113.0,595.0,81.0,28.0,14,7,full_coverage,17,15,validation
2031091166,3,random,spatial,1,baseline,15,15,310.54411042087844,4658.1616563131765,0.08965540000008332,93,38,23,19805.808281565885,131,3961.161656313177,88.0,465.0,114.0,30.0,15,7,full_coverage,20,19,validation
2031091166,3,random,spatial,1,candidate,15,15,238.3463034669417,3575.1945520041254,0.4040875999999116,117,32,17,13765.972760020632,149,2753.1945520041263,111.0,585.0,96.0,30.0,15,7,full_coverage,18,16,validation
2031091167,3,random,spatial,1,baseline,12,12,340.04763535777005,4080.5716242932403,0.0670551000002888,93,39,27,16932.8581214662,132,3386.5716242932403,88.0,465.0,117.0,24.0,12,7,full_coverage,15,13,validation
2031091167,3,random,spatial,1,candidate,12,12,304.0774491537181,3648.9293898446167,0.27676399999927526,111,44,32,14169.646949223083,155,2833.9293898446167,104.0,555.0,132.0,24.0,12,7,full_coverage,16,15,validation
2031091168,3,random,spatial,1,baseline,13,13,359.00080231032615,4667.01043003424,0.04518850000022212,103,20,7,19825.052150171203,123,3965.0104300342405,101.0,515.0,60.0,26.0,13,7,full_coverage,10,8,validation
2031091168,3,random,spatial,1,candidate,13,13,289.2956599962858,3760.843579951715,0.268787699999848,106,55,42,14694.217899758576,161,2938.843579951715,101.0,530.0,165.0,26.0,13,7,full_coverage,14,13,validation
2031091169,3,random,spatial,1,baseline,12,12,417.8322565370773,5013.987078444928,0.05485769999995682,106,28,16,21364.935392224645,134,4272.987078444929,103.0,530.0,84.0,24.0,12,7,full_coverage,11,10,validation
2031091169,3,random,spatial,1,candidate,12,12,296.0748009833087,3552.8976117997045,0.22898410000016156,110,67,55,13349.488058998522,177,2669.8976117997045,108.0,550.0,201.0,24.0,12,7,full_coverage,12,12,validation
2031091170,3,random,spatial,1,baseline,11,11,409.5351220239114,4504.886342263026,0.06846860000041488,105,28,17,18864.431711315126,133,3772.8863422630257,101.0,525.0,84.0,22.0,11,7,full_coverage,10,7,validation
2031091170,3,random,spatial,1,candidate,11,11,280.64138681865603,3087.055255005216,0.2598247000005358,116,50,39,11120.27627502608,166,2224.055255005216,111.0,580.0,150.0,22.0,11,7,full_coverage,7,5,validation
2031091171,3,random,spatial,1,baseline,16,16,269.7703375130199,4316.325400208319,0.09959459999936371,87,39,23,18246.627001041597,126,3649.3254002083195,83.0,435.0,117.0,32.0,16,6,count_upper_bound,21,19,validation
2031091171,3,random,spatial,1,candidate,16,16,233.69175615201365,3739.0680984322184,0.45358829999986483,121,53,37,14140.340492161095,174,2828.068098432219,115.0,605.0,159.0,32.0,16,7,count_upper_bound,21,20,validation
2031091172,3,random,spatial,1,baseline,13,13,342.19992399530435,4448.599011938956,0.059577600000011444,101,42,29,18467.995059694775,143,3693.5990119389553,98.0,505.0,126.0,26.0,13,7,full_coverage,10,10,validation
2031091172,3,random,spatial,1,candidate,13,13,298.54411573066517,3881.0735044986473,0.353484500000377,115,76,63,14715.367522493234,191,2943.073504498647,109.0,575.0,228.0,26.0,13,7,full_coverage,15,14,validation
2031091173,3,random,spatial,1,baseline,16,16,322.45890893439145,5159.342542950263,0.092973400000119,82,53,37,22416.71271475132,135,4483.342542950264,75.0,410.0,159.0,32.0,16,7,count_upper_bound,20,15,validation
2031091173,3,random,spatial,1,candidate,16,16,174.90608160264597,2798.4973056423355,0.47180289999960223,108,38,22,10047.486528211673,146,2009.4973056423348,103.0,540.0,114.0,32.0,16,6,count_upper_bound,24,23,validation
2031091174,3,random,spatial,1,baseline,10,10,376.8521767532854,3768.521767532854,0.04103480000048876,103,22,12,15347.60883766427,125,3069.521767532854,98.0,515.0,66.0,20.0,10,7,full_coverage,11,10,validation
2031091174,3,random,spatial,1,candidate,10,10,309.4959455135458,3094.959455135458,0.2141287000004013,119,48,38,11104.797275677292,167,2220.9594551354585,115.0,595.0,144.0,20.0,10,7,full_coverage,12,11,validation
2031091175,3,random,spatial,1,baseline,11,11,382.5354966822733,4207.890463505006,0.05557109999972454,105,21,10,17489.452317525025,126,3497.890463505005,100.0,525.0,63.0,22.0,11,7,full_coverage,13,9,validation
2031091175,3,random,spatial,1,candidate,11,11,255.26385214688725,2807.9023736157596,0.2931430000007822,112,33,22,10104.511868078796,145,2020.9023736157592,106.0,560.0,99.0,22.0,11,7,full_coverage,15,14,validation
2031091176,3,random,spatial,1,baseline,10,10,426.88236477293384,4268.8236477293385,0.043640099999720405,113,29,19,17449.118238646693,142,3489.823647729339,107.0,565.0,87.0,20.0,10,7,full_coverage,6,5,validation
2031091176,3,random,spatial,1,candidate,10,10,328.9382639741942,3289.3826397419416,0.2684628999995766,123,34,24,12171.91319870971,157,2434.382639741942,118.0,615.0,102.0,20.0,10,7,full_coverage,6,5,validation
2031091177,3,random,spatial,1,baseline,12,12,366.7351011009617,4400.82121321154,0.059356900000238966,102,26,14,18454.106066057706,128,3690.821213211541,98.0,510.0,78.0,24.0,12,7,full_coverage,13,10,validation
